"","Country","Export","Year","import","Net","Region","shape"
"114404","South Africa",47117929330,2003,42967335122,4150594208,"Sub-Saharan Africa","Other"
"114421","Zambia",1258986753,2003,1795489025,-536502272,"Sub-Saharan Africa","Other"
"114438","Zimbabwe",1855571300,2003,2179631000,-324059700,"Sub-Saharan Africa","Other"
"114445","Afghanistan",1616202976,2004,3170769087,-1554566111,"South Asia","Other"
"114455","Angola",13749769575,2004,10645428494,3104341081,"Sub-Saharan Africa","Other"
"114472","Albania",1596260273,2004,3220863616,-1624603343,"Europe & Central Asia","Other"
"114489","United Arab Emirates",93968686181,2004,78428046290,15540639891,"Middle East & North Africa","Other"
"114506","Argentina",39266996606,2004,27736672324,11530324282,"Latin America & Caribbean","Other"
"114523","Armenia",1063499859,2004,1620292436,-556792577,"Europe & Central Asia","Other"
"114540","Australia",1.05368e+11,2004,1.21992e+11,-1.6624e+10,"East Asia & Pacific","Other"
"114557","Austria",1.41025e+11,2004,1.32173e+11,8.852e+09,"Europe & Central Asia","Other"
"114574","Azerbaijan",4235066653,2004,6312201079,-2077134426,"Europe & Central Asia","Other"
"114591","Burundi",63635537.87,2004,225367196.2,-161731658.33,"Sub-Saharan Africa","Other"
"114608","Belgium",2.60992e+11,2004,2.43552e+11,1.744e+10,"Europe & Central Asia","Other"
"114625","Benin",850866805.2,2004,1245729576,-394862770.8,"Sub-Saharan Africa","Other"
"114642","Burkina Faso",548132371,2004,1248353161,-700220790,"Sub-Saharan Africa","Other"
"114659","Bangladesh",7257329710,2004,10229675556,-2972345846,"South Asia","Other"
"114676","Bulgaria",10713415021,2004,13630182211,-2916767190,"Europe & Central Asia","Other"
"114693","Bahrain",10336702128,2004,8170478723,2166223405,"Middle East & North Africa","Other"
"114710","Bosnia and Herzegovina",2946920635,2004,7082920635,-4.136e+09,"Europe & Central Asia","Other"
"114727","Belarus",15711851852,2004,17184722222,-1472870370,"Europe & Central Asia","Other"
"114744","Belize",534853450,2004,618982100,-84128650,"Latin America & Caribbean","Other"
"114761","Bolivia",2731911668,2004,2309688004,422223664,"Latin America & Caribbean","Other"
"114778","Brazil",1.10744e+11,2004,87897949124,22846050876,"Latin America & Caribbean","Target"
"114795","Barbados",1435900000,2004,1734650000,-298750000,"Latin America & Caribbean","Other"
"114812","Bhutan",218024620.5,2004,436818186.2,-218793565.7,"South Asia","Other"
"114829","Botswana",4444139019,2004,3706961580,737177439,"Sub-Saharan Africa","Other"
"114846","Central African Republic",177784785.8,2004,244440120.2,-66655334.4,"Sub-Saharan Africa","Other"
"114863","Canada",3.81529e+11,2004,3.36556e+11,4.4973e+10,"North America","Other"
"114880","Switzerland",2.0288e+11,2004,1.67604e+11,3.5276e+10,"Europe & Central Asia","Other"
"114897","Chile",39488088029,2004,29694953337,9793134692,"Latin America & Caribbean","Other"
"114914","China",6.07357e+11,2004,5.56183e+11,5.1174e+10,"East Asia & Pacific","Target"
"114931","Cameroon",3958470638,2004,4222751576,-264280938,"Sub-Saharan Africa","Other"
"114948","Colombia",19634334392,2004,22352723852,-2718389460,"Latin America & Caribbean","Other"
"114965","Comoros",55894065.27,2004,170294421.9,-114400356.63,"Sub-Saharan Africa","Other"
"114982","Costa Rica",7855439783,2004,8011993438,-156553655,"Latin America & Caribbean","Other"
"114999","Cuba",6120800000,2004,5841100000,279700000,"Latin America & Caribbean","Other"
"115016","Cyprus",9853625000,2004,9875112500,-21487500,"Europe & Central Asia","Other"
"115033","Czech Republic",68328119285,2004,67359862723,968256562,"Europe & Central Asia","Other"
"115050","Germany",9.99378e+11,2004,8.57267e+11,1.42111e+11,"Europe & Central Asia","Other"
"115067","Djibouti",0,2004,0,0,"Middle East & North Africa","Other"
"115084","Dominica",130478222.2,2004,174111518.5,-43633296.3,"Latin America & Caribbean","Other"
"115086","Denmark",1.10424e+11,2004,96223898783,14200101217,"Europe & Central Asia","Other"
"115103","Dominican Republic",9337421781,2004,9123310455,214111326,"Latin America & Caribbean","Other"
"115120","Algeria",34175415032,2004,21884326066,12291088966,"Middle East & North Africa","Other"
"115137","Ecuador",8984844000,2004,9554409000,-569565000,"Latin America & Caribbean","Other"
"115154","Eritrea",64052293.74,2004,663164475.1,-599112181.36,"Sub-Saharan Africa","Other"
"115171","Spain",2.69302e+11,2004,3.1053e+11,-4.1228e+10,"Europe & Central Asia","Other"
"115188","Estonia",7418606957,2004,8368425093,-949818136,"Europe & Central Asia","Other"
"115205","Ethiopia",0,2004,0,0,"Sub-Saharan Africa","Other"
"115222","Finland",75931214303,2004,63757139310,12174074993,"Europe & Central Asia","Other"
"115239","Fiji",1467801500,2004,1920600115,-452798615,"East Asia & Pacific","Other"
"115256","France",5.60012e+11,2004,5.38587e+11,2.1425e+10,"Europe & Central Asia","Other"
"115273","Gabon",4268998464,2004,2073131765,2195866699,"Sub-Saharan Africa","Other"
"115290","Georgia",1617346687,2004,2469517745,-852171058,"Europe & Central Asia","Other"
"115306","Ghana",3490673152,2004,5361416565,-1870743413,"Sub-Saharan Africa","Other"
"115323","Guinea",902874206.9,2004,946513576.3,-43639369.4,"Sub-Saharan Africa","Other"
"115340","Guinea-Bissau",98042211.32,2004,140134374.5,-42092163.18,"Sub-Saharan Africa","Other"
"115357","Equatorial Guinea",0,2004,0,0,"Sub-Saharan Africa","Other"
"115374","Greece",49807418301,2004,70208942637,-20401524336,"Europe & Central Asia","Other"
"115391","Grenada",197736925.9,2004,319120963,-121384037.1,"Latin America & Caribbean","Other"
"115408","Guatemala",6464752709,2004,10090008721,-3625256012,"Latin America & Caribbean","Other"
"115425","Guyana",752856480.5,2004,828486192.4,-75629711.9,"Latin America & Caribbean","Other"
"115442","Honduras",5124977595,2004,6757991016,-1633013421,"Latin America & Caribbean","Other"
"115459","Croatia",16402963192,2004,18904156247,-2501193055,"Europe & Central Asia","Other"
"115476","Haiti",543181067.9,2004,1556942663,-1013761595.1,"Latin America & Caribbean","Other"
"115493","Hungary",61956149030,2004,66027932515,-4071783485,"Europe & Central Asia","Other"
"115510","Indonesia",82744351781,2004,70744690514,11999661267,"East Asia & Pacific","Other"
"115527","India",1.26648e+11,2004,1.3931e+11,-1.2662e+10,"South Asia","Target"
"115544","Ireland",1.56137e+11,2004,1.28266e+11,2.7871e+10,"Europe & Central Asia","Other"
"115561","Iraq",20610853097,2004,23428329928,-2817476831,"Middle East & North Africa","Other"
"115577","Iceland",4480162918,2004,5216250753,-736087835,"Europe & Central Asia","Other"
"115594","Israel",52996876394,2004,52894466756,102409638,"Middle East & North Africa","Other"
"115611","Italy",4.32727e+11,2004,4.22258e+11,1.0469e+10,"Europe & Central Asia","Other"
"115628","Jamaica",3811085752,2004,5255575481,-1444489729,"Latin America & Caribbean","Other"
"115645","Jordan",5998589563,2004,9406911142,-3408321579,"Middle East & North Africa","Other"
"115662","Japan",6.24623e+11,2004,5.27274e+11,9.7349e+10,"East Asia & Pacific","Other"
"115678","Kazakhstan",22654791782,2004,18947365751,3707426031,"Europe & Central Asia","Other"
"115695","Kenya",4283010819,2004,5290013363,-1007002544,"Sub-Saharan Africa","Other"
"115712","Cambodia",3395176611,2004,3784818547,-389641936,"East Asia & Pacific","Other"
"115729","Kiribati",12470583.91,2004,93162597.44,-80692013.53,"East Asia & Pacific","Other"
"115734","Kuwait",33831014591,2004,19246691551,14584323040,"Middle East & North Africa","Other"
"115751","Lebanon",7554315108,2004,11863535962,-4309220854,"Middle East & North Africa","Other"
"115768","Liberia",606566300,2004,1999212000,-1392645700,"Sub-Saharan Africa","Other"
"115785","Libya",21117445538,2004,10722807615,10394637923,"Middle East & North Africa","Other"
"115802","Sri Lanka",7300256942,2004,9122927167,-1822670225,"South Asia","Other"
"115819","Lesotho",0,2004,0,0,"Sub-Saharan Africa","Other"
"115836","Lithuania",10723990437,2004,12317922131,-1593931694,"Europe & Central Asia","Other"
"115853","Luxembourg",53080876583,2004,44457047430,8623829153,"Europe & Central Asia","Other"
"115870","Latvia",5617268115,2004,7852404059,-2235135944,"Europe & Central Asia","Other"
"115887","Morocco",16759442727,2004,19968118742,-3208676015,"Middle East & North Africa","Other"
"115904","Moldova",1330145600,2004,2117707389,-787561789,"Europe & Central Asia","Other"
"115921","Madagascar",1424232723,2004,2072165751,-647933028,"Sub-Saharan Africa","Other"
"115938","Maldives",0,2004,0,0,"South Asia","Other"
"115955","Mexico",2.22269e+11,2004,2.3475e+11,-1.2481e+10,"Latin America & Caribbean","Other"
"115972","Marshall Islands",39798240.58,2004,112025441.9,-72227201.32,"East Asia & Pacific","Other"
"115974","Mali",1289098229,2004,1722328562,-433230333,"Sub-Saharan Africa","Other"
"115991","Malta",6272795217,2004,6353388142,-80592925,"Middle East & North Africa","Other"
"116007","Myanmar",19733138.16,2004,14912668.78,4820469.38,"East Asia & Pacific","Other"
"116024","Montenegro",712090886.5,2004,1184751676,-472660789.5,"Europe & Central Asia","Other"
"116041","Mongolia",1210933088,2004,1405234670,-194301582,"East Asia & Pacific","Other"
"116058","Mozambique",1976104414,2004,3298417150,-1322312736,"Sub-Saharan Africa","Other"
"116075","Mauritania",470267924.5,2004,1221237736,-750969811.5,"Sub-Saharan Africa","Other"
"116092","Mauritius",3449606342,2004,3601069149,-151462807,"Sub-Saharan Africa","Other"
"116109","Malawi",655182957.6,2004,1133832239,-478649281.4,"Sub-Saharan Africa","Other"
"116126","Malaysia",1.43928e+11,2004,1.18513e+11,2.5415e+10,"East Asia & Pacific","Other"
"116143","Namibia",2630325000,2004,2780114572,-149789572,"Sub-Saharan Africa","Other"
"116160","Niger",530113681.1,2004,851943875.7,-321830194.6,"Sub-Saharan Africa","Other"
"116177","Nigeria",27623348089,2004,15878147174,11745200915,"Sub-Saharan Africa","Other"
"116194","Nicaragua",1336449667,2004,2557900747,-1221451080,"Latin America & Caribbean","Other"
"116211","Netherlands",4.13321e+11,2004,3.61777e+11,5.1544e+10,"Europe & Central Asia","Other"
"116228","Norway",1.0869e+11,2004,73845982673,34844017327,"Europe & Central Asia","Other"
"116245","Nepal",1213488963,2004,2143236207,-929747244,"South Asia","Other"
"116262","New Zealand",30697142857,2004,30398655462,298487395,"East Asia & Pacific","Other"
"116279","Oman",12723016905,2004,9625487646,3097529259,"Middle East & North Africa","Other"
"116296","Pakistan",15350078166,2004,14337311100,1012767066,"South Asia","Other"
"116313","Panama",8672878000,2004,9891553000,-1218675000,"Latin America & Caribbean","Other"
"116330","Peru",15298201418,2004,12701974339,2596227079,"Latin America & Caribbean","Other"
"116347","Philippines",44381431196,2004,49404312617,-5022881421,"East Asia & Pacific","Other"
"116364","Palau",67606900,2004,141126500,-73519600,"East Asia & Pacific","Other"
"116367","Papua New Guinea",2833996151,2004,2313836701,520159450,"East Asia & Pacific","Other"
"116384","Poland",87410323710,2004,94256069554,-6845745844,"Europe & Central Asia","Other"
"116401","Portugal",51561877328,2004,67177797368,-15615920040,"Europe & Central Asia","Other"
"116418","Paraguay",4397197655,2004,3312407417,1084790238,"Latin America & Caribbean","Other"
"116435","Qatar",20363186813,2004,8315659341,12047527472,"Middle East & North Africa","Other"
"116452","Romania",27161319974,2004,33975058982,-6813739008,"Europe & Central Asia","Other"
"116469","Rwanda",232361645.8,2004,517259532.9,-284897887.1,"Sub-Saharan Africa","Other"
"116486","Saudi Arabia",1.31921e+11,2004,62350400000,69570600000,"Middle East & North Africa","Other"
"116503","Sudan",3810409600,2004,4298436082,-488026482,"Sub-Saharan Africa","Other"
"116520","Senegal",2759309510,2004,4043461410,-1284151900,"Sub-Saharan Africa","Other"
"116537","Singapore",2.47128e+11,2004,2.17028e+11,3.01e+10,"East Asia & Pacific","Other"
"116554","Solomon Islands",116023354.3,2004,158924205.4,-42900851.1,"East Asia & Pacific","Other"
"116571","Sierra Leone",238584015.1,2004,421775811.6,-183191796.5,"Sub-Saharan Africa","Other"
"116588","El Salvador",3555578400,2004,6021905400,-2466327000,"Latin America & Caribbean","Other"
"116605","San Marino",0,2004,0,0,"Europe & Central Asia","Other"
"116621","Somalia",0,2004,0,0,"Sub-Saharan Africa","Other"
"116628","Serbia",6021306443,2004,12588189047,-6566882604,"Europe & Central Asia","Other"
"116641","South Sudan",0,2004,0,0,"Sub-Saharan Africa","Other"
"116642","Sao Tome and Principe",0,2004,0,0,"Sub-Saharan Africa","Other"
"116659","Suriname",0,2004,0,0,"Latin America & Caribbean","Other"
"116676","Slovenia",18946986547,2004,19444956153,-497969606,"Europe & Central Asia","Other"
"116693","Sweden",1.65839e+11,2004,1.3683e+11,2.9009e+10,"Europe & Central Asia","Other"
"116710","Seychelles",621180909.1,2004,684576418.2,-63395509.1,"Sub-Saharan Africa","Other"
"116721","Chad",2252004979,2004,2241006278,10998701,"Sub-Saharan Africa","Other"
"116738","Togo",747027290.6,2004,1120972532,-373945241.4,"Sub-Saharan Africa","Other"
"116755","Thailand",1.14063e+11,2004,1.06227e+11,7.836e+09,"East Asia & Pacific","Other"
"116772","Tajikistan",1219659990,2004,1444874600,-225214610,"Europe & Central Asia","Other"
"116789","Turkmenistan",2030569708,2004,2025937934,4631774,"Europe & Central Asia","Other"
"116806","Timor-Leste",720600000,2004,490300000,230300000,"East Asia & Pacific","Other"
"116818","Tonga",45131250.92,2004,130587231.8,-85455980.88,"East Asia & Pacific","Other"
"116835","Tunisia",13165877158,2004,13947330389,-781453231,"Middle East & North Africa","Other"
"116852","Turkey",92090930901,2004,1.02691e+11,-10600069099,"Europe & Central Asia","Other"
"116869","Tanzania",2674833272,2004,2927990514,-253157242,"Sub-Saharan Africa","Other"
"116886","Uganda",1008178396,2004,1807481101,-799302705,"Sub-Saharan Africa","Other"
"116903","Ukraine",39057153600,2004,34689415304,4367738296,"Europe & Central Asia","Other"
"116920","Uruguay",4394994712,2004,4018907625,376087087,"Latin America & Caribbean","Other"
"116937","Uzbekistan",5027333203,2004,4187143838,840189365,"Europe & Central Asia","Other"
"116954","Vietnam",27134530701,2004,33292010669,-6157479968,"East Asia & Pacific","Other"
"116971","Vanuatu",166437069.5,2004,193836658,-27399588.5,"East Asia & Pacific","Other"
"116988","Samoa",118514912.3,2004,177223298,-58708385.7,"East Asia & Pacific","Other"
"117005","South Africa",58303694631,2004,58633002062,-329307431,"Sub-Saharan Africa","Other"
"117022","Zambia",2086548348,2004,2318788047,-232239699,"Sub-Saharan Africa","Other"
"117039","Zimbabwe",2001178100,2004,2413376200,-412198100,"Sub-Saharan Africa","Other"
"117046","Afghanistan",1766397064,2005,4394495194,-2628098130,"South Asia","Other"
"117056","Angola",24225663184,2005,15181994766,9043668418,"Sub-Saharan Africa","Other"
"117073","Albania",1853023371,2005,3853668208,-2000644837,"Europe & Central Asia","Other"
"117090","United Arab Emirates",1.22071e+11,2005,93862491491,28208508509,"Middle East & North Africa","Other"
"117107","Argentina",46198180131,2005,34392237787,11805942344,"Latin America & Caribbean","Other"
"117124","Armenia",1411788277,2005,2118459148,-706670871,"Europe & Central Asia","Other"
"117141","Australia",1.26652e+11,2005,1.45658e+11,-1.9006e+10,"East Asia & Pacific","Other"
"117158","Austria",1.53626e+11,2005,1.43497e+11,1.0129e+10,"Europe & Central Asia","Other"
"117175","Azerbaijan",8337000212,2005,7007086947,1329913265,"Europe & Central Asia","Other"
"117192","Burundi",69261008.83,2005,322845670.2,-253584661.37,"Sub-Saharan Africa","Other"
"117209","Belgium",2.84796e+11,2005,2.70594e+11,1.4202e+10,"Europe & Central Asia","Other"
"117226","Benin",909438883.6,2005,1291452507,-382013623.4,"Sub-Saharan Africa","Other"
"117243","Burkina Faso",532286217.9,2005,1408926910,-876640692.1,"Sub-Saharan Africa","Other"
"117260","Bangladesh",9994813008,2005,13891430894,-3896617886,"South Asia","Other"
"117277","Bulgaria",12703259005,2005,17080617496,-4377358491,"Europe & Central Asia","Other"
"117294","Bahrain",13396808511,2005,10286968085,3109840426,"Middle East & North Africa","Other"
"117311","Bosnia and Herzegovina",3549945953,2005,8039422649,-4489476696,"Europe & Central Asia","Other"
"117328","Belarus",18063463324,2005,17848607242,214856082,"Europe & Central Asia","Other"
"117345","Belize",609026800,2005,698550150,-89523350,"Latin America & Caribbean","Other"
"117362","Bolivia",3394519904,2005,3064661856,329858048,"Latin America & Caribbean","Other"
"117379","Brazil",1.35919e+11,2005,1.05595e+11,3.0324e+10,"Latin America & Caribbean","Target"
"117396","Barbados",1711700000,2005,2016750000,-305050000,"Latin America & Caribbean","Other"
"117413","Bhutan",313215333.3,2005,527747498.9,-214532165.6,"South Asia","Other"
"117430","Botswana",5255909518,2005,3533676425,1722233093,"Sub-Saharan Africa","Other"
"117447","Central African Republic",178708437.5,2005,290317082.7,-111608645.2,"Sub-Saharan Africa","Other"
"117464","Canada",4.30267e+11,2005,3.84891e+11,4.5376e+10,"North America","Other"
"117481","Switzerland",2.19836e+11,2005,1.90201e+11,2.9635e+10,"Europe & Central Asia","Other"
"117498","Chile",49382442844,2005,38680972557,10701470287,"Latin America & Caribbean","Other"
"117515","China",7.73339e+11,2005,6.48712e+11,1.24627e+11,"East Asia & Pacific","Target"
"117532","Cameroon",4413882091,2005,4731960094,-318078003,"Sub-Saharan Africa","Other"
"117549","Colombia",24713096911,2005,29781963972,-5068867061,"Latin America & Caribbean","Other"
"117566","Comoros",57752590.8,2005,175952404.6,-118199813.8,"Sub-Saharan Africa","Other"
"117583","Costa Rica",8712270491,2005,9172016268,-459745777,"Latin America & Caribbean","Other"
"117600","Cuba",8962900000,2005,7822300000,1140600000,"Latin America & Caribbean","Other"
"117617","Cyprus",10265961945,2005,10364183559,-98221614,"Europe & Central Asia","Other"
"117634","Czech Republic",84742000384,2005,81541235693,3200764691,"Europe & Central Asia","Other"
"117651","Germany",1.07991e+12,2005,9.3513e+11,1.4478e+11,"Europe & Central Asia","Other"
"117668","Djibouti",0,2005,0,0,"Middle East & North Africa","Other"
"117685","Dominica",129259259.3,2005,196296296.3,-67037037,"Latin America & Caribbean","Other"
"117687","Denmark",1.25495e+11,2005,1.10938e+11,1.4557e+10,"Europe & Central Asia","Other"
"117704","Dominican Republic",10232937176,2005,12035740836,-1802803660,"Latin America & Caribbean","Other"
"117721","Algeria",48714923163,2005,24843326827,23871596336,"Middle East & North Africa","Other"
"117738","Ecuador",11463499000,2005,11821905000,-358406000,"Latin America & Caribbean","Other"
"117755","Eritrea",67725792.07,2005,603478679.6,-535752887.53,"Sub-Saharan Africa","Other"
"117772","Spain",2.85474e+11,2005,3.43333e+11,-5.7859e+10,"Europe & Central Asia","Other"
"117789","Estonia",9230837707,2005,9945822286,-714984579,"Europe & Central Asia","Other"
"117806","Ethiopia",0,2005,0,0,"Sub-Saharan Africa","Other"
"117823","Finland",82296977988,2005,74357666957,7939311031,"Europe & Central Asia","Other"
"117840","Fiji",1597483560,2005,1957994086,-360510526,"East Asia & Pacific","Other"
"117857","France",5.9368e+11,2005,5.91805e+11,1.875e+09,"Europe & Central Asia","Other"
"117874","Gabon",5748214916,2005,2293295083,3454919833,"Sub-Saharan Africa","Other"
"117891","Georgia",2163550061,2005,3305928257,-1142378196,"Europe & Central Asia","Other"
"117907","Ghana",3911596602,2005,6623811100,-2712214498,"Sub-Saharan Africa","Other"
"117924","Guinea",1021679596,2005,1031237407,-9557811,"Sub-Saharan Africa","Other"
"117941","Guinea-Bissau",94765920.44,2005,147688552.2,-52922631.76,"Sub-Saharan Africa","Other"
"117958","Equatorial Guinea",7183409023,2005,3583355428,3600053595,"Sub-Saharan Africa","Other"
"117975","Greece",52808084318,2005,73315604776,-20507520458,"Europe & Central Asia","Other"
"117992","Grenada",148871259.3,2005,396159888.9,-247288629.6,"Latin America & Caribbean","Other"
"118009","Guatemala",6817724662,2005,11155024024,-4337299362,"Latin America & Caribbean","Other"
"118026","Guyana",698037584,2005,905124012.5,-207086428.5,"Latin America & Caribbean","Other"
"118043","Honduras",5707066081,2005,7494273021,-1787206940,"Latin America & Caribbean","Other"
"118060","Croatia",17846645333,2005,20633676260,-2787030927,"Europe & Central Asia","Other"
"118077","Haiti",605171352.3,2005,1850861892,-1245690539.7,"Latin America & Caribbean","Other"
"118094","Hungary",70702972455,2005,73251717961,-2548745506,"Europe & Central Asia","Other"
"118111","Indonesia",97387627235,2005,85533800864,11853826371,"East Asia & Pacific","Other"
"118128","India",1.60838e+11,2005,1.83736e+11,-2.2898e+10,"South Asia","Target"
"118145","Ireland",1.68438e+11,2005,1.45393e+11,2.3045e+10,"Europe & Central Asia","Other"
"118162","Iraq",27149419158,2005,30669639946,-3520220788,"Middle East & North Africa","Other"
"118178","Iceland",5111368385,2005,7093775187,-1982406802,"Europe & Central Asia","Other"
"118195","Israel",58113287430,2005,58275508612,-162221182,"Middle East & North Africa","Other"
"118212","Italy",4.56712e+11,2005,4.58759e+11,-2.047e+09,"Europe & Central Asia","Other"
"118229","Jamaica",3952160000,2005,6186480000,-2234320000,"Latin America & Caribbean","Other"
"118246","Jordan",6713822285,2005,11859379408,-5145557123,"Middle East & North Africa","Other"
"118263","Japan",6.66349e+11,2005,5.94571e+11,7.1778e+10,"East Asia & Pacific","Other"
"118279","Kazakhstan",30386570590,2005,25458960716,4927609874,"Europe & Central Asia","Other"
"118296","Kenya",5341992930,2005,6739991079,-1397998149,"Sub-Saharan Africa","Other"
"118313","Cambodia",4032880210,2005,4578016313,-545136103,"East Asia & Pacific","Other"
"118330","Kiribati",16078350.52,2005,124798625.4,-108720274.88,"East Asia & Pacific","Other"
"118335","Kuwait",51691780822,2005,22839041096,28852739726,"Middle East & North Africa","Other"
"118352","Lebanon",8016234503,2005,12103183154,-4086948651,"Middle East & North Africa","Other"
"118369","Liberia",560772700,2005,2004978000,-1444205300,"Sub-Saharan Africa","Other"
"118386","Libya",30159825206,2005,12848403317,17311421889,"Middle East & North Africa","Other"
"118403","Sri Lanka",7892069652,2005,10071562189,-2179492537,"South Asia","Other"
"118420","Lesotho",0,2005,0,0,"Sub-Saharan Africa","Other"
"118437","Lithuania",14066594601,2005,15956117552,-1889522951,"Europe & Central Asia","Other"
"118454","Luxembourg",60381926377,2005,50828521328,9553405049,"Europe & Central Asia","Other"
"118471","Latvia",7306359676,2005,9757176105,-2450816429,"Europe & Central Asia","Other"
"118488","Morocco",19275938443,2005,23064234676,-3788296233,"Middle East & North Africa","Other"
"118505","Moldova",1528946395,2005,2745096749,-1216150354,"Europe & Central Asia","Other"
"118522","Madagascar",1421705102,2005,2295538580,-873833478,"Sub-Saharan Africa","Other"
"118539","Maldives",0,2005,0,0,"South Asia","Other"
"118556","Mexico",2.66558e+11,2005,2.80629e+11,-1.4071e+10,"Latin America & Caribbean","Other"
"118573","Marshall Islands",50458850.5,2005,133187399,-82728548.5,"East Asia & Pacific","Other"
"118575","Mali",1435662176,2005,1944481571,-508819395,"Sub-Saharan Africa","Other"
"118592","Malta",6674418605,2005,6830742445,-156323840,"Middle East & North Africa","Other"
"118608","Myanmar",21391403.15,2005,11440182.19,9951220.96,"East Asia & Pacific","Other"
"118625","Montenegro",817239149.4,2005,1360722547,-543483397.6,"Europe & Central Asia","Other"
"118642","Mongolia",1483028670,2005,1605232631,-122203961,"East Asia & Pacific","Other"
"118659","Mozambique",2331864499,2005,3566662920,-1234798421,"Sub-Saharan Africa","Other"
"118676","Mauritania",671152566.4,2005,1801743920,-1130591353.6,"Sub-Saharan Africa","Other"
"118693","Mauritius",3761162455,2005,4138397488,-377235033,"Sub-Saharan Africa","Other"
"118710","Malawi",662493075.4,2005,1437753337,-775260261.6,"Sub-Saharan Africa","Other"
"118727","Malaysia",1.62049e+11,2005,1.30552e+11,3.1497e+10,"East Asia & Pacific","Other"
"118744","Namibia",2937171230,2005,2927229679,9941551,"Sub-Saharan Africa","Other"
"118761","Niger",565091993.2,2005,1048787595,-483695601.8,"Sub-Saharan Africa","Other"
"118778","Nigeria",37047965134,2005,21181013076,15866952058,"Sub-Saharan Africa","Other"
"118795","Nicaragua",1541276323,2005,2987690324,-1446414001,"Latin America & Caribbean","Other"
"118812","Netherlands",4.52016e+11,2005,3.93124e+11,5.8892e+10,"Europe & Central Asia","Other"
"118829","Norway",1.34064e+11,2005,84668374078,49395625922,"Europe & Central Asia","Other"
"118846","Nepal",1185691368,2005,2396739963,-1211048595,"South Asia","Other"
"118863","New Zealand",32448778427,2005,34110399211,-1661620784,"East Asia & Pacific","Other"
"118880","Oman",18114434330,2005,9654096229,8460338101,"Middle East & North Africa","Other"
"118897","Pakistan",17180327372,2005,21422766419,-4242439047,"South Asia","Other"
"118914","Panama",10561613900,2005,11657508000,-1095894100,"Latin America & Caribbean","Other"
"118931","Peru",20421330421,2005,15598932266,4822398155,"Latin America & Caribbean","Other"
"118948","Philippines",47554121704,2005,53330850814,-5776729110,"East Asia & Pacific","Other"
"118965","Palau",84060699.58,2005,143358276.4,-59297576.82,"East Asia & Pacific","Other"
"118968","Papua New Guinea",0,2005,0,0,"East Asia & Pacific","Other"
"118985","Poland",1.05949e+11,2005,1.0918e+11,-3.231e+09,"Europe & Central Asia","Other"
"119002","Portugal",52747892053,2005,70709104589,-17961212536,"Europe & Central Asia","Other"
"119019","Paraguay",5110362043,2005,4018871465,1091490578,"Latin America & Caribbean","Other"
"119036","Qatar",28982692308,2005,13207967033,15774725275,"Middle East & North Africa","Other"
"119053","Romania",32809005732,2005,42889007104,-10080001372,"Europe & Central Asia","Other"
"119070","Rwanda",294943231.1,2005,650812641.9,-355869410.8,"Sub-Saharan Africa","Other"
"119087","Saudi Arabia",1.87389e+11,2005,81797389982,105591610018,"Middle East & North Africa","Other"
"119104","Sudan",5086917943,2005,7533463158,-2446545215,"Sub-Saharan Africa","Other"
"119121","Senegal",2978080165,2005,4676341959,-1698261794,"Sub-Saharan Africa","Other"
"119138","Singapore",2.88253e+11,2005,2.50275e+11,3.7978e+10,"East Asia & Pacific","Other"
"119155","Solomon Islands",141024449.2,2005,226018937.8,-84994488.6,"East Asia & Pacific","Other"
"119172","Sierra Leone",290042436.9,2005,483591170,-193548733.1,"Sub-Saharan Africa","Other"
"119189","El Salvador",3713680000,2005,6533150000,-2819470000,"Latin America & Caribbean","Other"
"119206","San Marino",0,2005,0,0,"Europe & Central Asia","Other"
"119222","Somalia",0,2005,0,0,"Sub-Saharan Africa","Other"
"119229","Serbia",7125023608,2005,12374986884,-5249963276,"Europe & Central Asia","Other"
"119242","South Sudan",0,2005,0,0,"Sub-Saharan Africa","Other"
"119243","Sao Tome and Principe",0,2005,0,0,"Sub-Saharan Africa","Other"
"119260","Suriname",0,2005,0,0,"Latin America & Caribbean","Other"
"119277","Slovenia",21655505534,2005,21887253575,-231748041,"Europe & Central Asia","Other"
"119294","Sweden",1.78466e+11,2005,1.50562e+11,2.7904e+10,"Europe & Central Asia","Other"
"119311","Seychelles",719670181.8,2005,919168490.9,-199498309.1,"Sub-Saharan Africa","Other"
"119322","Chad",3188888001,2005,2517056319,671831682,"Sub-Saharan Africa","Other"
"119339","Togo",846998677.1,2005,1240643747,-393645069.9,"Sub-Saharan Africa","Other"
"119356","Thailand",1.29499e+11,2005,1.31484e+11,-1.985e+09,"East Asia & Pacific","Other"
"119373","Tajikistan",1254251428,2005,1682281974,-428030546,"Europe & Central Asia","Other"
"119390","Turkmenistan",2486842105,2005,1887023593,599818512,"Europe & Central Asia","Other"
"119407","Timor-Leste",1502500000,2005,430500000,1.072e+09,"East Asia & Pacific","Other"
"119419","Tonga",46713099.11,2005,148874787.2,-102161688.09,"East Asia & Pacific","Other"
"119436","Tunisia",14501002004,2005,14625790042,-124788038,"Middle East & North Africa","Other"
"119453","Turkey",1.05387e+11,2005,1.22443e+11,-1.7056e+10,"Europe & Central Asia","Other"
"119470","Tanzania",3124777521,2005,3675376182,-550598661,"Sub-Saharan Africa","Other"
"119487","Uganda",1278134671,2005,2236745638,-958610967,"Sub-Saharan Africa","Other"
