"","Country","Region","Year","GDP per Capita","HDI"
"1057","Singapore","East Asia & Pacific",1996,26263.01627,0.782
"1058","Slovenia","Europe & Central Asia",1996,10801.42843,0.788
"1059","SolomonIslands","East Asia & Pacific",1996,1529.664872,NA
"1060","SouthAfrica","Sub-Saharan Africa",1996,3440.864223,0.647
"1061","Spain","Europe & Central Asia",1996,16069.20709,0.806
"1062","SriLanka","South Asia",1996,756.4580666,0.655
"1063","Sudan","Sub-Saharan Africa",1996,296.8743719,0.375
"1064","Suriname","Latin America & Caribbean",1996,1914.094586,NA
"1065","Sweden","Europe & Central Asia",1996,32587.2641,0.863
"1066","Switzerland","Europe & Central Asia",1996,46676.85094,0.854
"1067","SyrianArabRepublic","Middle East & North Africa",1996,934.5505657,0.583
"1068","Tajikistan","Europe & Central Asia",1996,178.4744154,0.534
"1069","Thailand","East Asia & Pacific",1996,3042.903989,0.619
"1070","Togo","Sub-Saharan Africa",1996,333.189857,0.417
"1071","Tonga","East Asia & Pacific",1996,2278.570599,0.671
"1072","TrinidadandTobago","Latin America & Caribbean",1996,4577.004528,0.69
"1073","Tunisia","Middle East & North Africa",1996,2116.167296,0.616
"1074","Turkey","Europe & Central Asia",1996,3053.950828,0.615
"1075","Turkmenistan","Europe & Central Asia",1996,554.8330098,NA
"1076","Uganda","Sub-Saharan Africa",1996,285.0934669,0.338
"1077","Ukraine","Europe & Central Asia",1996,872.7091855,0.661
"1078","UnitedArabEmirates","Middle East & North Africa",1996,28615.58214,0.771
"1079","UnitedKingdom","Europe & Central Asia",1996,24219.62285,0.844
"1080","UnitedStates","North America",1996,30068.23092,0.879
"1081","Uruguay","Latin America & Caribbean",1996,6316.29371,0.717
"1082","Uzbekistan","Europe & Central Asia",1996,600.5981578,NA
"1083","Vanuatu","East Asia & Pacific",1996,1427.10248,NA
"1084","Zambia","Sub-Saharan Africa",1996,382.9151113,0.416
"1085","Zimbabwe","Sub-Saharan Africa",1996,742.5726729,0.466
"1086","Albania","Europe & Central Asia",1997,717.3800477,0.641
"1087","Algeria","Middle East & North Africa",1997,1612.009303,0.617
"1088","Angola","Sub-Saharan Africa",1997,506.8849522,NA
"1089","AntiguaandBarbuda","Latin America & Caribbean",1997,8755.156647,NA
"1090","Argentina","Latin America & Caribbean",1997,8172.664323,0.746
"1091","Armenia","Europe & Central Asia",1997,523.2835691,0.623
"1092","Australia","East Asia & Pacific",1997,23468.59683,0.889
"1093","Austria","Europe & Central Asia",1997,26705.4786,0.824
"1094","Azerbaijan","Europe & Central Asia",1997,505.5637747,0.617
"1095","Bahrain","Middle East & North Africa",1997,10672.18394,0.779
"1096","Bangladesh","South Asia",1997,389.5236314,0.442
"1097","Barbados","Latin America & Caribbean",1997,9549.894079,0.74
"1098","Belarus","Europe & Central Asia",1997,1396.501786,0.667
"1099","Belgium","Europe & Central Asia",1997,25027.74459,0.862
"1100","Belize","Latin America & Caribbean",1997,2952.602141,0.664
"1101","Benin","Sub-Saharan Africa",1997,361.1002698,0.381
"1102","Bhutan","South Asia",1997,692.1262064,NA
"1103","BosniaandHerzegovina","Europe & Central Asia",1997,978.516728,NA
"1104","Botswana","Sub-Saharan Africa",1997,3065.527268,0.57
"1105","Brazil","Latin America & Caribbean",1997,5271.412222,0.664
"1106","BruneiDarussalam","East Asia & Pacific",1997,16656.08988,0.81
"1107","Bulgaria","Europe & Central Asia",1997,1346.910553,0.704
"1108","BurkinaFaso","Sub-Saharan Africa",1997,229.4931177,NA
"1109","Burundi","Sub-Saharan Africa",1997,159.1755281,0.296
"1110","Cambodia","East Asia & Pacific",1997,304.837993,0.397
"1111","Cameroon","Sub-Saharan Africa",1997,764.7846067,0.422
"1112","Canada","North America",1997,21770.13408,0.862
"1113","CentralAfricanRepublic","Sub-Saharan Africa",1997,266.6076447,0.302
"1114","Chad","Sub-Saharan Africa",1997,206.1441026,NA
"1115","Chile","Latin America & Caribbean",1997,5781.103423,0.741
"1116","China","East Asia & Pacific",1997,781.7441643,0.568
"1117","Colombia","Latin America & Caribbean",1997,2759.952748,0.642
"1118","Comoros","Sub-Saharan Africa",1997,726.0552078,NA
"1119","CostaRica","Latin America & Caribbean",1997,3408.365134,0.697
"1120","Croatia","Europe & Central Asia",1997,5253.033583,0.719
"1121","Cuba","Latin America & Caribbean",1997,2303.064029,0.669
"1122","Cyprus","Europe & Central Asia",1997,14234.24948,0.792
"1123","Denmark","Europe & Central Asia",1997,32835.92877,0.843
"1124","Djibouti","Middle East & North Africa",1997,760.5314478,0.357
"1125","Dominica","Latin America & Caribbean",1997,4282.351069,NA
"1126","DominicanRepublic","Latin America & Caribbean",1997,2452.131744,0.641
"1127","Ecuador","Latin America & Caribbean",1997,2361.599124,0.668
"1128","ElSalvador","Latin America & Caribbean",1997,1784.592026,0.595
"1129","EquatorialGuinea","Sub-Saharan Africa",1997,812.1715228,NA
"1130","Eritrea","Sub-Saharan Africa",1997,217.1509292,NA
"1131","Estonia","Europe & Central Asia",1997,3619.945496,0.751
"1132","Ethiopia","Sub-Saharan Africa",1997,140.8611257,NA
"1133","Fiji","East Asia & Pacific",1997,2641.064749,0.675
"1134","Finland","Europe & Central Asia",1997,24676.49708,0.832
"1135","France","Europe & Central Asia",1997,24228.94235,0.834
"1136","Gabon","Sub-Saharan Africa",1997,4663.140106,0.637
"1137","Georgia","Europe & Central Asia",1997,807.0370243,NA
"1138","Germany","Europe & Central Asia",1997,27045.71913,0.844
"1139","Ghana","Sub-Saharan Africa",1997,391.35568,0.476
"1140","Greece","Europe & Central Asia",1997,13427.83249,0.777
"1141","Grenada","Latin America & Caribbean",1997,3878.390386,NA
"1142","Guatemala","Latin America & Caribbean",1997,1633.966225,0.523
"1143","Guinea","Sub-Saharan Africa",1997,453.801151,0.307
"1144","Guinea-Bissau","Sub-Saharan Africa",1997,227.6382572,NA
"1145","Guyana","Latin America & Caribbean",1997,985.046889,0.594
"1146","Haiti","Latin America & Caribbean",1997,411.6073716,0.431
"1147","Honduras","Latin America & Caribbean",1997,951.6025768,0.541
"1148","Hungary","Europe & Central Asia",1997,4595.524506,0.747
"1149","Iceland","Europe & Central Asia",1997,27842.61347,0.84
"1150","India","South Asia",1997,416.9496155,0.473
"1151","Indonesia","East Asia & Pacific",1997,1063.712266,0.59
"1152","Iraq","Middle East & North Africa",1997,NA,0.582
"1153","Ireland","Europe & Central Asia",1997,22542.81201,0.809
"1154","Israel","Middle East & North Africa",1997,19658.13263,0.835
"1155","Italy","Europe & Central Asia",1997,21779.62437,0.814
"1156","Jamaica","Latin America & Caribbean",1997,3237.586991,0.661
"1157","Japan","East Asia & Pacific",1997,35021.71909,0.848
"1158","Jordan","Middle East & North Africa",1997,1499.542259,0.689
"1159","Kazakhstan","Europe & Central Asia",1997,1445.569414,0.669
"1160","Kenya","Sub-Saharan Africa",1997,452.9848068,0.453
"1161","Kiribati","East Asia & Pacific",1997,842.281248,NA
"1162","Kuwait","Middle East & North Africa",1997,17696.13876,0.775
"1163","Latvia","Europe & Central Asia",1997,2682.316453,0.692
"1164","Lebanon","Middle East & North Africa",1997,5093.290745,NA
"1165","Lesotho","Sub-Saharan Africa",1997,551.2410588,0.48
"1166","Liberia","Sub-Saharan Africa",1997,NA,NA
"1167","Libya","Middle East & North Africa",1997,5999.026651,0.715
"1168","Lithuania","Europe & Central Asia",1997,2830.737533,0.724
"1169","Luxembourg","Europe & Central Asia",1997,47042.34711,0.826
"1170","Madagascar","Sub-Saharan Africa",1997,247.1294102,NA
"1171","Malawi","Sub-Saharan Africa",1997,256.5276762,0.404
"1172","Malaysia","East Asia & Pacific",1997,4637.320481,0.706
"1173","Maldives","South Asia",1997,1923.086188,0.568
"1174","Mali","Sub-Saharan Africa",1997,266.668047,0.281
"1175","Malta","Middle East & North Africa",1997,9679.882857,0.768
"1176","Mauritania","Sub-Saharan Africa",1997,567.2228466,0.427
"1177","Mauritius","Sub-Saharan Africa",1997,3646.630626,0.656
"1178","Mexico","Latin America & Caribbean",1997,5143.96112,0.683
"1179","Mongolia","East Asia & Pacific",1997,505.602916,0.568
"1180","Montenegro","Europe & Central Asia",1997,NA,NA
"1181","Morocco","Middle East & North Africa",1997,1393.224149,0.503
"1182","Mozambique","Sub-Saharan Africa",1997,253.1096478,0.266
"1183","Myanmar","East Asia & Pacific",1997,NA,0.41
"1184","Namibia","Sub-Saharan Africa",1997,2332.383579,0.575
"1185","Nepal","South Asia",1997,219.684466,0.426
"1186","Netherlands","Europe & Central Asia",1997,26404.98673,0.865
"1187","NewZealand","East Asia & Pacific",1997,17474.02032,0.86
"1188","Nicaragua","Latin America & Caribbean",1997,917.1288401,0.543
"1189","Niger","Sub-Saharan Africa",1997,181.2955353,0.238
"1190","Nigeria","Sub-Saharan Africa",1997,479.7087525,NA
"1191","Norway","Europe & Central Asia",1997,36628.51742,0.894
"1192","Oman","Middle East & North Africa",1997,7039.577431,NA
"1193","Pakistan","South Asia",1997,483.6529366,0.437
"1194","Panama","Latin America & Caribbean",1997,3741.242759,0.7
"1195","PapuaNewGuinea","East Asia & Pacific",1997,957.6530529,0.435
"1196","Paraguay","Latin America & Caribbean",1997,2000.911117,0.618
"1197","Peru","Latin America & Caribbean",1997,2342.06999,0.654
"1198","Philippines","East Asia & Pacific",1997,1127.003716,0.611
"1199","Poland","Europe & Central Asia",1997,4116.926243,0.759
"1200","Portugal","Europe & Central Asia",1997,11578.44151,0.773
"1201","Qatar","Middle East & North Africa",1997,21132.8714,0.8
"1202","Romania","Europe & Central Asia",1997,1589.014061,0.696
"1203","RussianFederation","Europe & Central Asia",1997,2737.573023,0.704
"1204","Rwanda","Sub-Saharan Africa",1997,283.8776235,0.288
"1205","Samoa","East Asia & Pacific",1997,1657.833377,0.63
"1206","SaoTomeandPrincipe","Sub-Saharan Africa",1997,NA,0.477
"1207","SaudiArabia","Middle East & North Africa",1997,8508.518662,0.731
"1208","Senegal","Sub-Saharan Africa",1997,643.2047245,0.37
"1209","Serbia","Europe & Central Asia",1997,3178.831484,0.705
"1210","Seychelles","Sub-Saharan Africa",1997,7280.989621,NA
"1211","SierraLeone","Sub-Saharan Africa",1997,197.4746069,0.268
"1212","Singapore","East Asia & Pacific",1997,26386.45745,0.793
"1213","Slovenia","Europe & Central Asia",1997,10447.93571,0.796
"1214","SolomonIslands","East Asia & Pacific",1997,1494.733483,NA
"1215","SouthAfrica","Sub-Saharan Africa",1997,3495.111222,0.644
"1216","Spain","Europe & Central Asia",1997,14696.21611,0.81
"1217","SriLanka","South Asia",1997,816.8164858,0.662
"1218","Sudan","Sub-Saharan Africa",1997,374.1136199,0.384
"1219","Suriname","Latin America & Caribbean",1997,2031.833255,NA
"1220","Sweden","Europe & Central Asia",1997,29897.79263,0.874
"1221","Switzerland","Europe & Central Asia",1997,40417.96228,0.864
"1222","SyrianArabRepublic","Middle East & North Africa",1997,955.7091761,0.587
"1223","Tajikistan","Europe & Central Asia",1997,155.3562498,0.538
"1224","Thailand","East Asia & Pacific",1997,2467.492895,0.625
"1225","Togo","Sub-Saharan Africa",1997,330.5621437,0.424
"1226","Tonga","East Asia & Pacific",1997,2193.384592,0.671
"1227","TrinidadandTobago","Latin America & Caribbean",1997,4551.321854,0.697
"1228","Tunisia","Middle East & North Africa",1997,2210.786913,0.623
"1229","Turkey","Europe & Central Asia",1997,3144.389453,0.624
"1230","Turkmenistan","Europe & Central Asia",1997,562.637312,NA
"1231","Uganda","Sub-Saharan Africa",1997,286.7169623,0.353
"1232","Ukraine","Europe & Central Asia",1997,991.2301007,0.663
"1233","UnitedArabEmirates","Middle East & North Africa",1997,29199.52461,0.778
"1234","UnitedKingdom","Europe & Central Asia",1997,26621.48006,0.849
"1235","UnitedStates","North America",1997,31572.69023,0.881
"1236","Uruguay","Latin America & Caribbean",1997,7327.957729,0.727
"1237","Uzbekistan","Europe & Central Asia",1997,623.0026524,NA
"1238","Vanuatu","East Asia & Pacific",1997,1462.238195,NA
"1239","Zambia","Sub-Saharan Africa",1997,445.1711797,0.419
"1240","Zimbabwe","Sub-Saharan Africa",1997,728.4008356,0.459
"1241","Albania","Europe & Central Asia",1998,813.7893966,0.652
"1242","Algeria","Middle East & North Africa",1998,1588.481449,0.627
"1243","Angola","Sub-Saharan Africa",1998,419.6398453,NA
"1244","AntiguaandBarbuda","Latin America & Caribbean",1998,9115.234346,NA
"1245","Argentina","Latin America & Caribbean",1998,8248.761989,0.753
"1246","Armenia","Europe & Central Asia",1998,609.1730254,0.636
"1247","Australia","East Asia & Pacific",1998,21318.96417,0.892
"1248","Austria","Europe & Central Asia",1998,27361.87511,0.835
"1249","Azerbaijan","Europe & Central Asia",1998,561.9070354,0.626
"1250","Bahrain","Middle East & North Africa",1998,10076.18778,0.783
"1251","Bangladesh","South Asia",1998,395.2974607,0.451
"1252","Barbados","Latin America & Caribbean",1998,10727.59584,0.736
"1253","Belarus","Europe & Central Asia",1998,1511.770053,0.671
"1254","Belgium","Europe & Central Asia",1998,25541.67472,0.866
"1255","Belize","Latin America & Caribbean",1998,2991.924971,0.666
"1256","Benin","Sub-Saharan Africa",1998,379.442354,0.385
"1257","Bhutan","South Asia",1998,695.2902533,NA
"1258","BosniaandHerzegovina","Europe & Central Asia",1998,1097.644555,NA
"1259","Botswana","Sub-Saharan Africa",1998,2869.182503,0.567
"1260","Brazil","Latin America & Caribbean",1998,5075.631211,0.67
"1261","BruneiDarussalam","East Asia & Pacific",1998,12690.68932,0.812
"1262","Bulgaria","Europe & Central Asia",1998,1809.683845,0.709
"1263","BurkinaFaso","Sub-Saharan Africa",1998,255.7182334,NA
"1264","Burundi","Sub-Saharan Africa",1998,144.4746122,0.3
"1265","Cambodia","East Asia & Pacific",1998,269.054641,0.402
"1266","Cameroon","Sub-Saharan Africa",1998,730.7326938,0.428
"1267","Canada","North America",1998,20887.83947,0.861
"1268","CentralAfricanRepublic","Sub-Saharan Africa",1998,268.9004231,0.304
"1269","Chad","Sub-Saharan Africa",1998,224.8661479,NA
"1270","Chile","Latin America & Caribbean",1998,5479.498064,0.747
"1271","China","East Asia & Pacific",1998,828.5804793,0.576
"1272","Colombia","Latin America & Caribbean",1998,2509.139633,0.649
"1273","Comoros","Sub-Saharan Africa",1998,718.1170893,NA
"1274","CostaRica","Latin America & Caribbean",1998,3614.562534,0.703
"1275","Croatia","Europe & Central Asia",1998,5611.515191,0.731
"1276","Cuba","Latin America & Caribbean",1998,2326.112221,0.672
"1277","Cyprus","Europe & Central Asia",1998,15092.82959,0.8
"1278","Denmark","Europe & Central Asia",1998,33368.15485,0.849
"1279","Djibouti","Middle East & North Africa",1998,755.5962418,0.359
"1280","Dominica","Latin America & Caribbean",1998,4586.852352,NA
"1281","DominicanRepublic","Latin America & Caribbean",1998,2612.288688,0.646
"1282","Ecuador","Latin America & Caribbean",1998,2300.407884,0.671
"1283","ElSalvador","Latin America & Caribbean",1998,1892.581125,0.604
"1284","EquatorialGuinea","Sub-Saharan Africa",1998,654.1473102,NA
"1285","Eritrea","Sub-Saharan Africa",1998,231.2266102,NA
"1286","Estonia","Europe & Central Asia",1998,4052.292271,0.763
"1287","Ethiopia","Sub-Saharan Africa",1998,124.5056232,NA
"1288","Fiji","East Asia & Pacific",1998,2070.165847,0.676
"1289","Finland","Europe & Central Asia",1998,25989.4075,0.84
"1290","France","Europe & Central Asia",1998,24974.2722,0.839
"1291","Gabon","Sub-Saharan Africa",1998,3827.975793,0.64
"1292","Georgia","Europe & Central Asia",1998,851.5162062,NA
"1293","Germany","Europe & Central Asia",1998,27340.67288,0.85
"1294","Ghana","Sub-Saharan Africa",1998,414.768461,0.477
"1295","Greece","Europe & Central Asia",1998,13472.13764,0.787
"1296","Grenada","Latin America & Caribbean",1998,4401.421321,NA
"1297","Guatemala","Latin America & Caribbean",1998,1742.083824,0.531
"1298","Guinea","Sub-Saharan Africa",1998,421.9982034,0.314
"1299","Guinea-Bissau","Sub-Saharan Africa",1998,172.0601413,NA
"1300","Guyana","Latin America & Caribbean",1998,946.6703474,0.597
"1301","Haiti","Latin America & Caribbean",1998,450.9192823,0.435
"1302","Honduras","Latin America & Caribbean",1998,1028.151411,0.546
"1303","Hungary","Europe & Central Asia",1998,4750.414875,0.754
"1304","Iceland","Europe & Central Asia",1998,30847.6437,0.849
"1305","India","South Asia",1998,414.726627,0.48
"1306","Indonesia","East Asia & Pacific",1998,463.9685753,0.59
"1307","Iraq","Middle East & North Africa",1998,NA,0.596
"1308","Ireland","Europe & Central Asia",1998,24263.24006,0.84
"1309","Israel","Middle East & North Africa",1998,19423.75323,0.843
"1310","Italy","Europe & Central Asia",1998,22252.35809,0.819
"1311","Jamaica","Latin America & Caribbean",1998,3355.797804,0.662
"1312","Japan","East Asia & Pacific",1998,31902.7671,0.847
"1313","Jordan","Middle East & North Africa",1998,1605.614581,0.693
"1314","Kazakhstan","Europe & Central Asia",1998,1468.701798,0.672
"1315","Kenya","Sub-Saharan Africa",1998,473.4327212,0.452
"1316","Kiribati","East Asia & Pacific",1998,801.1629805,NA
"1317","Kuwait","Middle East & North Africa",1998,14126.8751,0.781
"1318","Latvia","Europe & Central Asia",1998,2977.148772,0.705
"1319","Lebanon","Middle East & North Africa",1998,5538.680283,NA
"1320","Lesotho","Sub-Saharan Africa",1998,506.9946049,0.478
"1321","Liberia","Sub-Saharan Africa",1998,NA,NA
"1322","Libya","Middle East & North Africa",1998,5244.88031,0.718
"1323","Lithuania","Europe & Central Asia",1998,3166.895648,0.736
"1324","Luxembourg","Europe & Central Asia",1998,47584.46439,0.834
"1325","Madagascar","Sub-Saharan Africa",1998,252.4652058,NA
"1326","Malawi","Sub-Saharan Africa",1998,163.5335012,0.404
"1327","Malaysia","East Asia & Pacific",1998,3263.520983,0.71
"1328","Maldives","South Asia",1998,2006.25691,0.58
"1329","Mali","Sub-Saharan Africa",1998,281.3221274,0.291
"1330","Malta","Middle East & North Africa",1998,10183.67599,0.776
"1331","Mauritania","Sub-Saharan Africa",1998,539.4253598,0.435
"1332","Mauritius","Sub-Saharan Africa",1998,3593.234081,0.662
"1333","Mexico","Latin America & Caribbean",1998,5327.811901,0.69
"1334","Mongolia","East Asia & Pacific",1998,477.3497294,0.576
"1335","Montenegro","Europe & Central Asia",1998,NA,NA
"1336","Morocco","Middle East & North Africa",1998,1469.031945,0.51
"1337","Mozambique","Sub-Saharan Africa",1998,284.373291,0.279
"1338","Myanmar","East Asia & Pacific",1998,NA,0.413
"1339","Namibia","Sub-Saharan Africa",1998,2113.442778,0.569
"1340","Nepal","South Asia",1998,212.4689465,0.432
"1341","Netherlands","Europe & Central Asia",1998,27533.60679,0.867
"1342","NewZealand","East Asia & Pacific",1998,14738.58354,0.863
"1343","Nicaragua","Latin America & Caribbean",1998,951.8733523,0.552
"1344","Niger","Sub-Saharan Africa",1998,196.7250241,0.246
"1345","Nigeria","Sub-Saharan Africa",1998,469.1643966,NA
"1346","Norway","Europe & Central Asia",1998,34788.77856,0.906
"1347","Oman","Middle East & North Africa",1998,6254.953411,NA
"1348","Pakistan","South Asia",1998,470.2489295,0.441
"1349","Panama","Latin America & Caribbean",1998,3974.650657,0.708
"1350","PapuaNewGuinea","East Asia & Pacific",1998,716.1813522,0.441
"1351","Paraguay","Latin America & Caribbean",1998,1819.594714,0.622
"1352","Peru","Latin America & Caribbean",1998,2202.461226,0.665
"1353","Philippines","East Asia & Pacific",1998,966.7084855,0.615
"1354","Poland","Europe & Central Asia",1998,4510.413117,0.769
"1355","Portugal","Europe & Central Asia",1998,12202.69141,0.78
"1356","Qatar","Middle East & North Africa",1998,18631.78792,0.804
"1357","Romania","Europe & Central Asia",1998,1864.991387,0.698
"1358","RussianFederation","Europe & Central Asia",1998,1834.862986,0.703
"1359","Rwanda","Sub-Saharan Africa",1998,281.7841627,0.302
"1360","Samoa","East Asia & Pacific",1998,1557.867761,0.636
"1361","SaoTomeandPrincipe","Sub-Saharan Africa",1998,NA,0.481
"1362","SaudiArabia","Middle East & North Africa",1998,7382.1606,0.736
"1363","Senegal","Sub-Saharan Africa",1998,676.1519926,0.373
"1364","Serbia","Europe & Central Asia",1998,2416.069077,0.708
"1365","Seychelles","Sub-Saharan Africa",1998,7715.918147,NA
"1366","SierraLeone","Sub-Saharan Africa",1998,154.4397334,0.272
"1367","Singapore","East Asia & Pacific",1998,21824.03558,0.798
"1368","Slovenia","Europe & Central Asia",1998,11165.27633,0.805
"1369","SolomonIslands","East Asia & Pacific",1998,1206.157561,NA
"1370","SouthAfrica","Sub-Saharan Africa",1998,3104.97641,0.639
"1371","Spain","Europe & Central Asia",1998,15340.33211,0.814
"1372","SriLanka","South Asia",1998,850.5318591,0.668
"1373","Sudan","Sub-Saharan Africa",1998,350.4396796,0.39
"1374","Suriname","Latin America & Caribbean",1998,2406.729353,NA
"1375","Sweden","Europe & Central Asia",1998,30143.62746,0.888
"1376","Switzerland","Europe & Central Asia",1998,41497.20261,0.873
"1377","SyrianArabRepublic","Middle East & North Africa",1998,974.2751917,0.59
"1378","Tajikistan","Europe & Central Asia",1998,219.226346,0.541
"1379","Thailand","East Asia & Pacific",1998,1845.466238,0.63
"1380","Togo","Sub-Saharan Africa",1998,339.2473068,0.423
"1381","Tonga","East Asia & Pacific",1998,1942.523265,0.674
"1382","TrinidadandTobago","Latin America & Caribbean",1998,4786.92537,0.704
"1383","Tunisia","Middle East & North Africa",1998,2295.237988,0.634
"1384","Turkey","Europe & Central Asia",1998,4496.509486,0.635
"1385","Turkmenistan","Europe & Central Asia",1998,590.3934846,NA
"1386","Uganda","Sub-Saharan Africa",1998,291.9864072,0.368
"1387","Ukraine","Europe & Central Asia",1998,835.2602988,0.665
"1388","UnitedArabEmirates","Middle East & North Africa",1998,26663.3087,0.785
"1389","UnitedKingdom","Europe & Central Asia",1998,28014.8947,0.855
"1390","UnitedStates","North America",1998,32949.19776,0.884
"1391","Uruguay","Latin America & Caribbean",1998,7711.07657,0.735
"1392","Uzbekistan","Europe & Central Asia",1998,623.2161328,NA
"1393","Vanuatu","East Asia & Pacific",1998,1472.957091,NA
"1394","Zambia","Sub-Saharan Africa",1998,355.5380307,0.42
"1395","Zimbabwe","Sub-Saharan Africa",1998,538.2848555,0.453
"1396","Albania","Europe & Central Asia",1999,1033.242532,0.662
"1397","Algeria","Middle East & North Africa",1999,1581.004564,0.636
"1398","Angola","Sub-Saharan Africa",1999,385.7688535,0.374
"1399","AntiguaandBarbuda","Latin America & Caribbean",1999,9363.186445,NA
"1400","Argentina","Latin America & Caribbean",1999,7736.369623,0.764
"1401","Armenia","Europe & Central Asia",1999,597.4334817,0.642
"1402","Australia","East Asia & Pacific",1999,20521.77757,0.895
"1403","Austria","Europe & Central Asia",1999,27174.29716,0.834
"1404","Azerbaijan","Europe & Central Asia",1999,573.8932966,0.633
"1405","Bahrain","Middle East & North Africa",1999,10401.48045,0.786
"1406","Bangladesh","South Asia",1999,397.3548219,0.46
"1407","Barbados","Latin America & Caribbean",1999,11200.57763,0.743
"1408","Belarus","Europe & Central Asia",1999,1210.61172,0.676
"1409","Belgium","Europe & Central Asia",1999,25444.13926,0.868
"1410","Belize","Latin America & Caribbean",1999,3065.492248,0.67
"1411","Benin","Sub-Saharan Africa",1999,403.6237038,0.391
"1412","Bhutan","South Asia",1999,751.5757717,NA
"1413","BosniaandHerzegovina","Europe & Central Asia",1999,1246.497114,NA
"1414","Botswana","Sub-Saharan Africa",1999,3226.295674,0.566
"1415","Brazil","Latin America & Caribbean",1999,3469.502236,0.676
"1416","BruneiDarussalam","East Asia & Pacific",1999,14097.93159,0.818
"1417","Bulgaria","Europe & Central Asia",1999,1648.104859,0.708
"1418","BurkinaFaso","Sub-Saharan Africa",1999,265.3401156,NA
"1419","Burundi","Sub-Saharan Africa",1999,128.6964397,0.3
"1420","Cambodia","East Asia & Pacific",1999,295.9735957,0.407
"1421","Cameroon","Sub-Saharan Africa",1999,751.9782914,0.426
"1422","Canada","North America",1999,22167.22585,0.864
"1423","CentralAfricanRepublic","Sub-Saharan Africa",1999,271.8551165,0.308
"1424","Chad","Sub-Saharan Africa",1999,190.8359826,NA
"1425","Chile","Latin America & Caribbean",1999,4986.007417,0.753
"1426","China","East Asia & Pacific",1999,873.2870617,0.585
"1427","Colombia","Latin America & Caribbean",1999,2164.432929,0.649
"1428","Comoros","Sub-Saharan Africa",1999,723.1850928,NA
"1429","CostaRica","Latin America & Caribbean",1999,3688.398293,0.707
"1430","Croatia","Europe & Central Asia",1999,5182.591222,0.739
"1431","Cuba","Latin America & Caribbean",1999,2553.06976,0.679
"1432","Cyprus","Europe & Central Asia",1999,15287.91756,0.799
"1433","Denmark","Europe & Central Asia",1999,33440.80162,0.861
"1434","Djibouti","Middle East & North Africa",1999,765.7204882,0.362
"1435","Dominica","Latin America & Caribbean",1999,4745.990873,NA
"1436","DominicanRepublic","Latin America & Caribbean",1999,2626.326473,0.651
"1437","Ecuador","Latin America & Caribbean",1999,1584.463443,0.668
"1438","ElSalvador","Latin America & Caribbean",1999,1937.139014,0.607
"1439","EquatorialGuinea","Sub-Saharan Africa",1999,1052.852818,NA
"1440","Eritrea","Sub-Saharan Africa",1999,208.6209747,NA
"1441","Estonia","Europe & Central Asia",1999,4119.347394,0.769
"1442","Ethiopia","Sub-Saharan Africa",1999,119.1340818,NA
"1443","Fiji","East Asia & Pacific",1999,2408.165466,0.681
"1444","Finland","Europe & Central Asia",1999,26178.79178,0.848
"1445","France","Europe & Central Asia",1999,24673.19897,0.845
"1446","Gabon","Sub-Saharan Africa",1999,3883.325188,0.636
"1447","Georgia","Europe & Central Asia",1999,673.5374112,NA
"1448","Germany","Europe & Central Asia",1999,26795.99113,0.855
"1449","Ghana","Sub-Saharan Africa",1999,417.7679907,0.48
"1450","Greece","Europe & Central Asia",1999,13245.18946,0.789
"1451","Grenada","Latin America & Caribbean",1999,4751.575978,NA
"1452","Guatemala","Latin America & Caribbean",1999,1608.684086,0.539
"1453","Guinea","Sub-Saharan Africa",1999,399.9739644,0.322
"1454","Guinea-Bissau","Sub-Saharan Africa",1999,183.8530201,NA
"1455","Guyana","Latin America & Caribbean",1999,919.8665766,0.6
"1456","Haiti","Latin America & Caribbean",1999,494.2336557,0.439
"1457","Honduras","Latin America & Caribbean",1999,1009.013299,0.549
"1458","Hungary","Europe & Central Asia",1999,4802.95876,0.761
"1459","Iceland","Europe & Central Asia",1999,32148.15015,0.853
"1460","India","South Asia",1999,443.5022106,0.488
"1461","Indonesia","East Asia & Pacific",1999,671.107022,0.598
"1462","Iraq","Middle East & North Africa",1999,NA,0.603
"1463","Ireland","Europe & Central Asia",1999,26284.2808,0.849
"1464","Israel","Middle East & North Africa",1999,19133.0482,0.85
"1465","Italy","Europe & Central Asia",1999,21936.82313,0.824
"1466","Jamaica","Latin America & Caribbean",1999,3359.384455,0.664
"1467","Japan","East Asia & Pacific",1999,36026.55608,0.85
"1468","Jordan","Middle East & North Africa",1999,1624.9791,0.697
"1469","Kazakhstan","Europe & Central Asia",1999,1130.113592,0.676
"1470","Kenya","Sub-Saharan Africa",1999,421.4328846,0.451
"1471","Kiribati","East Asia & Pacific",1999,832.0547943,NA
"1472","Kuwait","Middle East & North Africa",1999,15391.34574,0.786
"1473","Latvia","Europe & Central Asia",1999,3151.325802,0.716
"1474","Lebanon","Middle East & North Africa",1999,5509.346429,NA
"1475","Lesotho","Sub-Saharan Africa",1999,493.2493774,0.469
"1476","Liberia","Sub-Saharan Africa",1999,NA,0.35
"1477","Libya","Middle East & North Africa",1999,6821.312519,0.722
"1478","Lithuania","Europe & Central Asia",1999,3113.546428,0.744
"1479","Luxembourg","Europe & Central Asia",1999,51654.4028,0.849
"1480","Madagascar","Sub-Saharan Africa",1999,243.2527515,NA
