"","Country","Region","Year","GDP per Capita","HDI"
"3153","Germany","Europe & Central Asia",2010,41785.55691,0.921
"3154","Ghana","Sub-Saharan Africa",2010,1312.607557,0.554
"3155","Greece","Europe & Central Asia",2010,26917.75898,0.856
"3156","Grenada","Latin America & Caribbean",2010,7365.641538,0.743
"3157","Guatemala","Latin America & Caribbean",2010,2825.519029,0.611
"3158","Guinea","Sub-Saharan Africa",2010,634.9231054,0.404
"3159","Guinea-Bissau","Sub-Saharan Africa",2010,545.7041208,0.426
"3160","Guyana","Latin America & Caribbean",2010,3044.948083,0.63
"3161","Haiti","Latin America & Caribbean",2010,662.2795182,0.47
"3162","Honduras","Latin America & Caribbean",2010,1932.85829,0.596
"3163","Hungary","Europe & Central Asia",2010,13092.23376,0.823
"3164","Iceland","Europe & Central Asia",2010,43024.92384,0.891
"3165","India","South Asia",2010,1361.203571,0.581
"3166","Indonesia","East Asia & Pacific",2010,3113.480635,0.661
"3167","Iraq","Middle East & North Africa",2010,4502.749048,0.649
"3168","Ireland","Europe & Central Asia",2010,48711.94993,0.909
"3169","Israel","Middle East & North Africa",2010,30658.92276,0.887
"3170","Italy","Europe & Central Asia",2010,35849.3732,0.87
"3171","Jamaica","Latin America & Caribbean",2010,4685.58832,0.712
"3172","Japan","East Asia & Pacific",2010,44507.67639,0.885
"3173","Jordan","Middle East & North Africa",2010,3679.190275,0.728
"3174","Kazakhstan","Europe & Central Asia",2010,9070.488253,0.765
"3175","Kenya","Sub-Saharan Africa",2010,967.3504549,0.543
"3176","Kiribati","East Asia & Pacific",2010,1520.875339,0.59
"3177","Kuwait","Middle East & North Africa",2010,38497.61696,0.792
"3178","Latvia","Europe & Central Asia",2010,11326.21947,0.816
"3179","Lebanon","Middle East & North Africa",2010,8858.283972,0.758
"3180","Lesotho","Sub-Saharan Africa",2010,1157.341092,0.493
"3181","Liberia","Sub-Saharan Africa",2010,506.0630046,0.407
"3182","Libya","Middle East & North Africa",2010,12120.56217,0.755
"3183","Lithuania","Europe & Central Asia",2010,11984.86857,0.824
"3184","Luxembourg","Europe & Central Asia",2010,104965.3061,0.889
"3185","Madagascar","Sub-Saharan Africa",2010,412.7309341,0.504
"3186","Malawi","Sub-Saharan Africa",2010,458.8654301,0.441
"3187","Malaysia","East Asia & Pacific",2010,9071.356987,0.772
"3188","Maldives","South Asia",2010,7100.405899,0.671
"3189","Mali","Sub-Saharan Africa",2010,708.3707632,0.403
"3190","Malta","Middle East & North Africa",2010,21087.79469,0.843
"3191","Mauritania","Sub-Saharan Africa",2010,1201.756291,0.487
"3192","Mauritius","Sub-Saharan Africa",2010,8000.376432,0.749
"3193","Mexico","Latin America & Caribbean",2010,9016.457927,0.743
"3194","Mongolia","East Asia & Pacific",2010,2650.353648,0.697
"3195","Montenegro","Europe & Central Asia",2010,6682.281158,0.793
"3196","Morocco","Middle East & North Africa",2010,2834.20472,0.616
"3197","Mozambique","Sub-Saharan Africa",2010,419.2258149,0.403
"3198","Myanmar","East Asia & Pacific",2010,987.7365832,0.53
"3199","Namibia","Sub-Saharan Africa",2010,5191.583081,0.594
"3200","Nepal","South Asia",2010,592.1835216,0.529
"3201","Netherlands","Europe & Central Asia",2010,50950.03434,0.91
"3202","NewZealand","East Asia & Pacific",2010,33692.01083,0.899
"3203","Nicaragua","Latin America & Caribbean",2010,1526.497938,0.621
"3204","Niger","Sub-Saharan Africa",2010,348.1560591,0.318
"3205","Nigeria","Sub-Saharan Africa",2010,2291.360013,0.484
"3206","Norway","Europe & Central Asia",2010,87770.26684,0.942
"3207","Oman","Middle East & North Africa",2010,19281.00081,0.793
"3208","Pakistan","South Asia",2010,1040.142268,0.526
"3209","Panama","Latin America & Caribbean",2010,8080.838225,0.758
"3210","PapuaNewGuinea","East Asia & Pacific",2010,2004.818112,0.52
"3211","Paraguay","Latin America & Caribbean",2010,4382.690449,0.675
"3212","Peru","Latin America & Caribbean",2010,5022.493191,0.717
"3213","Philippines","East Asia & Pacific",2010,2129.499247,0.665
"3214","Poland","Europe & Central Asia",2010,12597.86239,0.835
"3215","Portugal","Europe & Central Asia",2010,22538.65408,0.822
"3216","Qatar","Middle East & North Africa",2010,70306.22784,0.825
"3217","Romania","Europe & Central Asia",2010,8209.919456,0.797
"3218","RussianFederation","Europe & Central Asia",2010,10674.9972,0.78
"3219","Rwanda","Sub-Saharan Africa",2010,563.4013453,0.485
"3220","Samoa","East Asia & Pacific",2010,3453.434298,0.693
"3221","SaoTomeandPrincipe","Sub-Saharan Africa",2010,1129.754961,0.542
"3222","SaudiArabia","Middle East & North Africa",2010,19259.58726,0.808
"3223","Senegal","Sub-Saharan Africa",2010,1255.402738,0.456
"3224","Serbia","Europe & Central Asia",2010,5411.877404,0.759
"3225","Seychelles","Sub-Saharan Africa",2010,10804.68447,0.747
"3226","SierraLeone","Sub-Saharan Africa",2010,399.1543676,0.385
"3227","Singapore","East Asia & Pacific",2010,46569.67951,0.909
"3228","Slovenia","Europe & Central Asia",2010,23437.47202,0.882
"3229","SolomonIslands","East Asia & Pacific",2010,1290.572374,0.507
"3230","SouthAfrica","Sub-Saharan Africa",2010,7276.376756,0.649
"3231","Spain","Europe & Central Asia",2010,30736.62785,0.865
"3232","SriLanka","South Asia",2010,2808.434392,0.745
"3233","Sudan","Sub-Saharan Africa",2010,1476.478087,0.47
"3234","Suriname","Latin America & Caribbean",2010,8303.31332,0.703
"3235","Sweden","Europe & Central Asia",2010,52132.91853,0.905
"3236","Switzerland","Europe & Central Asia",2010,74605.72102,0.932
"3237","SyrianArabRepublic","Middle East & North Africa",2010,NA,0.644
"3238","Tajikistan","Europe & Central Asia",2010,738.3475227,0.634
"3239","Thailand","East Asia & Pacific",2010,5075.302176,0.724
"3240","Togo","Sub-Saharan Africa",2010,526.8410724,0.456
"3241","Tonga","East Asia & Pacific",2010,3548.068399,0.712
"3242","TrinidadandTobago","Latin America & Caribbean",2010,16683.42242,0.775
"3243","Tunisia","Middle East & North Africa",2010,4140.15177,0.716
"3244","Turkey","Europe & Central Asia",2010,10672.40036,0.734
"3245","Turkmenistan","Europe & Central Asia",2010,4439.203,0.673
"3246","Uganda","Sub-Saharan Africa",2010,595.2061732,0.486
"3247","Ukraine","Europe & Central Asia",2010,2965.142365,0.733
"3248","UnitedArabEmirates","Middle East & North Africa",2010,35037.89267,0.836
"3249","UnitedKingdom","Europe & Central Asia",2010,39079.84261,0.905
"3250","UnitedStates","North America",2010,48466.82102,0.914
"3251","Uruguay","Latin America & Caribbean",2010,11938.212,0.773
"3252","Uzbekistan","Europe & Central Asia",2010,1377.08214,0.666
"3253","Vanuatu","East Asia & Pacific",2010,2965.802434,0.591
"3254","Zambia","Sub-Saharan Africa",2010,1463.213573,0.544
"3255","Zimbabwe","Sub-Saharan Africa",2010,854.8476653,0.467
"3256","Albania","Europe & Central Asia",2011,4437.177794,0.752
"3257","Algeria","Middle East & North Africa",2011,5432.41332,0.736
"3258","Angola","Sub-Saharan Africa",2011,4615.867475,0.535
"3259","AntiguaandBarbuda","Latin America & Caribbean",2011,11931.204,0.762
"3260","Argentina","Latin America & Caribbean",2011,12726.90836,0.819
"3261","Armenia","Europe & Central Asia",2011,3526.978143,0.731
"3262","Australia","East Asia & Pacific",2011,62411.78545,0.925
"3263","Austria","Europe & Central Asia",2011,51374.95841,0.897
"3264","Azerbaijan","Europe & Central Asia",2011,7189.691229,0.741
"3265","Bahrain","Middle East & North Africa",2011,22512.1596,0.798
"3266","Bangladesh","South Asia",2011,835.7893401,0.557
"3267","Barbados","Latin America & Caribbean",2011,16610.41835,0.787
"3268","Belarus","Europe & Central Asia",2011,6519.230195,0.798
"3269","Belgium","Europe & Central Asia",2011,47743.78053,0.904
"3270","Belize","Latin America & Caribbean",2011,4515.892701,0.702
"3271","Benin","Sub-Saharan Africa",2011,825.9427854,0.479
"3272","Bhutan","South Asia",2011,2458.045976,0.575
"3273","BosniaandHerzegovina","Europe & Central Asia",2011,5054.325344,0.721
"3274","Botswana","Sub-Saharan Africa",2011,7483.878689,0.673
"3275","Brazil","Latin America & Caribbean",2011,13167.47289,0.731
"3276","BruneiDarussalam","East Asia & Pacific",2011,47017.0273,0.846
"3277","Bulgaria","Europe & Central Asia",2011,7813.806692,0.782
"3278","BurkinaFaso","Sub-Saharan Africa",2011,666.8404101,0.385
"3279","Burundi","Sub-Saharan Africa",2011,247.2293791,0.403
"3280","Cambodia","East Asia & Pacific",2011,882.4901462,0.546
"3281","Cameroon","Sub-Saharan Africa",2011,1429.647553,0.515
"3282","Canada","North America",2011,52082.21076,0.905
"3283","CentralAfricanRepublic","Sub-Saharan Africa",2011,490.5103907,0.358
"3284","Chad","Sub-Saharan Africa",2011,989.2363633,0.382
"3285","Chile","Latin America & Caribbean",2011,14705.69242,0.814
"3286","China","East Asia & Pacific",2011,5633.795717,0.714
"3287","Colombia","Latin America & Caribbean",2011,7207.028905,0.725
"3288","Comoros","Sub-Saharan Africa",2011,1446.068018,0.487
"3289","CostaRica","Latin America & Caribbean",2011,9186.59639,0.76
"3290","Croatia","Europe & Central Asia",2011,14578.2901,0.815
"3291","Cuba","Latin America & Caribbean",2011,6075.924306,0.778
"3292","Cyprus","Europe & Central Asia",2011,32233.64339,0.853
"3293","Denmark","Europe & Central Asia",2011,61753.66007,0.922
"3294","Djibouti","Middle East & North Africa",2011,1430.986898,0.454
"3295","Dominica","Latin America & Caribbean",2011,6986.046687,0.722
"3296","DominicanRepublic","Latin America & Caribbean",2011,5765.496453,0.706
"3297","Ecuador","Latin America & Caribbean",2011,5223.351763,0.721
"3298","ElSalvador","Latin America & Caribbean",2011,3275.508626,0.666
"3299","EquatorialGuinea","Sub-Saharan Africa",2011,21451.88617,0.584
"3300","Eritrea","Sub-Saharan Africa",2011,582.7755302,0.417
"3301","Estonia","Europe & Central Asia",2011,17454.84342,0.853
"3302","Ethiopia","Sub-Saharan Africa",2011,354.8463544,0.423
"3303","Fiji","East Asia & Pacific",2011,4353.121392,0.717
"3304","Finland","Europe & Central Asia",2011,50790.72415,0.907
"3305","France","Europe & Central Asia",2011,43790.7354,0.884
"3306","Gabon","Sub-Saharan Africa",2011,10716.20258,0.67
"3307","Georgia","Europe & Central Asia",2011,3842.631888,0.741
"3308","Germany","Europe & Central Asia",2011,46810.32796,0.926
"3309","Ghana","Sub-Saharan Africa",2011,1574.978653,0.563
"3310","Greece","Europe & Central Asia",2011,25916.29353,0.852
"3311","Grenada","Latin America & Caribbean",2011,7410.477525,0.747
"3312","Guatemala","Latin America & Caribbean",2011,3187.841465,0.619
"3313","Guinea","Sub-Saharan Africa",2011,614.8647662,0.418
"3314","Guinea-Bissau","Sub-Saharan Africa",2011,688.1412395,0.435
"3315","Guyana","Latin America & Caribbean",2011,3438.825278,0.639
"3316","Haiti","Latin America & Caribbean",2011,740.9358452,0.477
"3317","Honduras","Latin America & Caribbean",2011,2120.589469,0.598
"3318","Hungary","Europe & Central Asia",2011,14118.12263,0.827
"3319","Iceland","Europe & Central Asia",2011,47516.87574,0.901
"3320","India","South Asia",2011,1461.671957,0.591
"3321","Indonesia","East Asia & Pacific",2011,3634.276805,0.669
"3322","Iraq","Middle East & North Africa",2011,5854.614497,0.656
"3323","Ireland","Europe & Central Asia",2011,51943.96318,0.895
"3324","Israel","Middle East & North Africa",2011,33701.48913,0.892
"3325","Italy","Europe & Central Asia",2011,38334.68385,0.875
"3326","Jamaica","Latin America & Caribbean",2011,5093.972548,0.715
"3327","Japan","East Asia & Pacific",2011,48167.99727,0.89
"3328","Jordan","Middle East & North Africa",2011,3807.324145,0.726
"3329","Kazakhstan","Europe & Central Asia",2011,11634.0019,0.772
"3330","Kenya","Sub-Saharan Africa",2011,987.4453967,0.552
"3331","Kiribati","East Asia & Pacific",2011,1736.211995,0.59
"3332","Kuwait","Middle East & North Africa",2011,48268.5912,0.794
"3333","Latvia","Europe & Central Asia",2011,13702.68947,0.821
"3334","Lebanon","Middle East & North Africa",2011,8734.189185,0.76
"3335","Lesotho","Sub-Saharan Africa",2011,1350.643252,0.498
"3336","Liberia","Sub-Saharan Africa",2011,589.1650146,0.417
"3337","Libya","Middle East & North Africa",2011,5602.549434,0.707
"3338","Lithuania","Europe & Central Asia",2011,14357.73523,0.828
"3339","Luxembourg","Europe & Central Asia",2011,115761.5077,0.892
"3340","Madagascar","Sub-Saharan Africa",2011,454.963464,0.504
"3341","Malawi","Sub-Saharan Africa",2011,512.170232,0.45
"3342","Malaysia","East Asia & Pacific",2011,10405.12062,0.778
"3343","Maldives","South Asia",2011,7395.6878,0.682
"3344","Mali","Sub-Saharan Africa",2011,835.0889098,0.408
"3345","Malta","Middle East & North Africa",2011,22835.37683,0.843
"3346","Mauritania","Sub-Saharan Africa",2011,1389.67101,0.49
"3347","Mauritius","Sub-Saharan Africa",2011,9197.026972,0.758
"3348","Mexico","Latin America & Caribbean",2011,9912.582362,0.751
"3349","Mongolia","East Asia & Pacific",2011,3769.595269,0.711
"3350","Montenegro","Europe & Central Asia",2011,7318.742449,0.798
"3351","Morocco","Middle East & North Africa",2011,3039.916016,0.626
"3352","Mozambique","Sub-Saharan Africa",2011,526.5313517,0.407
"3353","Myanmar","East Asia & Pacific",2011,1186.423937,0.54
"3354","Namibia","Sub-Saharan Africa",2011,5600.971392,0.607
"3355","Nepal","South Asia",2011,692.1166842,0.535
"3356","Netherlands","Europe & Central Asia",2011,54159.34661,0.921
"3357","NewZealand","East Asia & Pacific",2011,38426.55081,0.902
"3358","Nicaragua","Latin America & Caribbean",2011,1682.957924,0.627
"3359","Niger","Sub-Saharan Africa",2011,375.5828559,0.325
"3360","Nigeria","Sub-Saharan Africa",2011,2519.289941,0.494
"3361","Norway","Europe & Central Asia",2011,100711.2248,0.943
"3362","Oman","Middle East & North Africa",2011,20986.08496,0.795
"3363","Pakistan","South Asia",2011,1226.215314,0.53
"3364","Panama","Latin America & Caribbean",2011,9354.979419,0.764
"3365","PapuaNewGuinea","East Asia & Pacific",2011,2474.061846,0.529
"3366","Paraguay","Latin America & Caribbean",2011,5356.956969,0.68
"3367","Peru","Latin America & Caribbean",2011,5771.565878,0.729
"3368","Philippines","East Asia & Pacific",2011,2352.518156,0.67
"3369","Poland","Europe & Central Asia",2011,13890.69624,0.839
"3370","Portugal","Europe & Central Asia",2011,23196.18375,0.826
"3371","Qatar","Middle East & North Africa",2011,85948.07046,0.836
"3372","Romania","Europe & Central Asia",2011,9104.995622,0.798
"3373","RussianFederation","Europe & Central Asia",2011,14351.21205,0.789
"3374","Rwanda","Sub-Saharan Africa",2011,624.1228849,0.493
"3375","Samoa","East Asia & Pacific",2011,3942.051645,0.697
"3376","SaoTomeandPrincipe","Sub-Saharan Africa",2011,1304.326189,0.548
"3377","SaudiArabia","Middle East & North Africa",2011,23770.74739,0.823
"3378","Senegal","Sub-Saharan Africa",2011,1344.177217,0.467
"3379","Serbia","Europe & Central Asia",2011,6423.291783,0.769
"3380","Seychelles","Sub-Saharan Africa",2011,12189.09516,0.741
"3381","SierraLeone","Sub-Saharan Africa",2011,445.052005,0.392
"3382","Singapore","East Asia & Pacific",2011,53237.56491,0.914
"3383","Slovenia","Europe & Central Asia",2011,24985.24827,0.884
"3384","SolomonIslands","East Asia & Pacific",2011,1728.50516,0.514
"3385","SouthAfrica","Sub-Saharan Africa",2011,7967.678159,0.657
"3386","Spain","Europe & Central Asia",2011,31835.2888,0.87
"3387","SriLanka","South Asia",2011,3214.014195,0.751
"3388","Sudan","Sub-Saharan Africa",2011,1666.857757,0.474
"3389","Suriname","Latin America & Caribbean",2011,8319.67216,0.706
"3390","Sweden","Europe & Central Asia",2011,59666.07202,0.906
"3391","Switzerland","Europe & Central Asia",2011,88415.62806,0.932
"3392","SyrianArabRepublic","Middle East & North Africa",2011,NA,0.642
"3393","Tajikistan","Europe & Central Asia",2011,834.5412953,0.637
"3394","Thailand","East Asia & Pacific",2011,5491.159981,0.727
"3395","Togo","Sub-Saharan Africa",2011,579.0130763,0.463
"3396","Tonga","East Asia & Pacific",2011,4044.979721,0.716
"3397","TrinidadandTobago","Latin America & Caribbean",2011,19004.15714,0.773
"3398","Tunisia","Middle East & North Africa",2011,4256.91279,0.718
"3399","Turkey","Europe & Central Asia",2011,11340.82227,0.753
"3400","Turkmenistan","Europe & Central Asia",2011,5649.978486,0.68
"3401","Uganda","Sub-Saharan Africa",2011,574.9195768,0.49
"3402","Ukraine","Europe & Central Asia",2011,3569.757027,0.738
"3403","UnitedArabEmirates","Middle East & North Africa",2011,40434.36635,0.841
"3404","UnitedKingdom","Europe & Central Asia",2011,41652.55709,0.899
"3405","UnitedStates","North America",2011,49883.11686,0.917
"3406","Uruguay","Latin America & Caribbean",2011,14166.49909,0.782
"3407","Uzbekistan","Europe & Central Asia",2011,1564.966945,0.674
"3408","Vanuatu","East Asia & Pacific",2011,3275.091684,0.592
"3409","Zambia","Sub-Saharan Africa",2011,1644.619672,0.556
"3410","Zimbabwe","Sub-Saharan Africa",2011,980.2088242,0.478
"3411","Albania","Europe & Central Asia",2012,4247.614342,0.767
"3412","Algeria","Middle East & North Africa",2012,5565.134521,0.74
"3413","Angola","Sub-Saharan Africa",2012,5102.489969,0.543
"3414","AntiguaandBarbuda","Latin America & Caribbean",2012,12517.55794,0.765
"3415","Argentina","Latin America & Caribbean",2012,12969.70712,0.818
"3416","Armenia","Europe & Central Asia",2012,3684.80481,0.737
"3417","Australia","East Asia & Pacific",2012,67891.58681,0.929
"3418","Austria","Europe & Central Asia",2012,48567.69529,0.899
"3419","Azerbaijan","Europe & Central Asia",2012,7496.294648,0.745
"3420","Bahrain","Middle East & North Africa",2012,23649.36661,0.8
"3421","Bangladesh","South Asia",2012,856.342857,0.567
"3422","Barbados","Latin America & Caribbean",2012,16536.21464,0.795
"3423","Belarus","Europe & Central Asia",2012,6940.159254,0.803
"3424","Belgium","Europe & Central Asia",2012,44826.43961,0.905
"3425","Belize","Latin America & Caribbean",2012,4644.559565,0.706
"3426","Benin","Sub-Saharan Africa",2012,837.9505001,0.489
"3427","Bhutan","South Asia",2012,2422.008016,0.585
"3428","BosniaandHerzegovina","Europe & Central Asia",2012,4722.013403,0.739
"3429","Botswana","Sub-Saharan Africa",2012,6901.971971,0.683
"3430","Brazil","Latin America & Caribbean",2012,12291.46685,0.736
"3431","BruneiDarussalam","East Asia & Pacific",2012,47651.25909,0.852
"3432","Bulgaria","Europe & Central Asia",2012,7378.02473,0.786
"3433","BurkinaFaso","Sub-Saharan Africa",2012,673.8228182,0.394
"3434","Burundi","Sub-Saharan Africa",2012,250.3627366,0.408
"3435","Cambodia","East Asia & Pacific",2012,951.1112311,0.553
"3436","Cameroon","Sub-Saharan Africa",2012,1380.509848,0.526
"3437","Canada","North America",2012,52496.69487,0.908
"3438","CentralAfricanRepublic","Sub-Saharan Africa",2012,483.1860932,0.365
"3439","Chad","Sub-Saharan Africa",2012,973.4702574,0.391
"3440","Chile","Latin America & Caribbean",2012,15431.90293,0.819
"3441","China","East Asia & Pacific",2012,6337.883323,0.722
"3442","Colombia","Latin America & Caribbean",2012,7904.495789,0.725
"3443","Comoros","Sub-Saharan Africa",2012,1403.434335,0.493
"3444","CostaRica","Latin America & Caribbean",2012,9985.36959,0.772
"3445","Croatia","Europe & Central Asia",2012,13250.75712,0.816
"3446","Cuba","Latin America & Caribbean",2012,6425.941119,0.767
"3447","Cyprus","Europe & Central Asia",2012,28984.94455,0.852
"3448","Denmark","Europe & Central Asia",2012,58507.50021,0.924
"3449","Djibouti","Middle East & North Africa",2012,1536.150685,0.459
"3450","Dominica","Latin America & Caribbean",2012,6745.849758,0.721
"3451","DominicanRepublic","Latin America & Caribbean",2012,5973.222937,0.71
"3452","Ecuador","Latin America & Caribbean",2012,5702.104313,0.726
"3453","ElSalvador","Latin America & Caribbean",2012,3437.599638,0.67
"3454","EquatorialGuinea","Sub-Saharan Africa",2012,21557.65187,0.589
"3455","Eritrea","Sub-Saharan Africa",2012,NA,0.422
"3456","Estonia","Europe & Central Asia",2012,17421.89022,0.859
"3457","Ethiopia","Sub-Saharan Africa",2012,468.5067249,0.43
"3458","Fiji","East Asia & Pacific",2012,4546.738504,0.719
"3459","Finland","Europe & Central Asia",2012,47415.55987,0.908
"3460","France","Europe & Central Asia",2012,40874.71596,0.886
"3461","Gabon","Sub-Saharan Africa",2012,9774.181017,0.678
"3462","Georgia","Europe & Central Asia",2012,4249.667486,0.75
"3463","Germany","Europe & Central Asia",2012,44065.24891,0.928
"3464","Ghana","Sub-Saharan Africa",2012,1629.800222,0.57
"3465","Greece","Europe & Central Asia",2012,22242.68193,0.854
"3466","Grenada","Latin America & Caribbean",2012,7583.188055,0.749
"3467","Guatemala","Latin America & Caribbean",2012,3299.605536,0.613
"3468","Guinea","Sub-Saharan Africa",2012,677.0434993,0.428
"3469","Guinea-Bissau","Sub-Saharan Africa",2012,603.9339835,0.437
"3470","Guyana","Latin America & Caribbean",2012,3799.753364,0.642
"3471","Haiti","Latin America & Caribbean",2012,766.8437623,0.481
"3472","Honduras","Latin America & Caribbean",2012,2178.388555,0.597
"3473","Hungary","Europe & Central Asia",2012,12888.30459,0.83
"3474","Iceland","Europe & Central Asia",2012,45910.0209,0.909
"3475","India","South Asia",2012,1446.98541,0.6
"3476","Indonesia","East Asia & Pacific",2012,3687.953996,0.675
"3477","Iraq","Middle East & North Africa",2012,6651.12242,0.659
"3478","Ireland","Europe & Central Asia",2012,48945.98023,0.902
"3479","Israel","Middle East & North Africa",2012,32543.63936,0.893
"3480","Italy","Europe & Central Asia",2012,34814.12512,0.874
"3481","Jamaica","Latin America & Caribbean",2012,5208.996089,0.721
"3482","Japan","East Asia & Pacific",2012,48603.47665,0.895
"3483","Jordan","Middle East & North Africa",2012,3870.753211,0.726
"3484","Kazakhstan","Europe & Central Asia",2012,12386.7,0.781
"3485","Kenya","Sub-Saharan Africa",2012,1155.020583,0.559
"3486","Kiribati","East Asia & Pacific",2012,1784.428931,0.598
"3487","Kuwait","Middle East & North Africa",2012,51264.07134,0.796
"3488","Latvia","Europe & Central Asia",2012,13822.80559,0.824
"3489","Lebanon","Middle East & North Africa",2012,8959.258471,0.751
"3490","Lesotho","Sub-Saharan Africa",2012,1281.611508,0.505
"3491","Liberia","Sub-Saharan Africa",2012,650.7136207,0.42
"3492","Libya","Middle East & North Africa",2012,13209.14078,0.741
"3493","Lithuania","Europe & Central Asia",2012,14341.18163,0.831
"3494","Luxembourg","Europe & Central Asia",2012,106749.0136,0.892
"3495","Madagascar","Sub-Saharan Africa",2012,443.9061001,0.507
"3496","Malawi","Sub-Saharan Africa",2012,374.5029326,0.455
"3497","Malaysia","East Asia & Pacific",2012,10779.50751,0.781
"3498","Maldives","South Asia",2012,7473.195629,0.688
"3499","Mali","Sub-Saharan Africa",2012,777.3476868,0.408
"3500","Malta","Middle East & North Africa",2012,21916.97221,0.849
"3501","Mauritania","Sub-Saharan Africa",2012,1365.777822,0.499
"3502","Mauritius","Sub-Saharan Africa",2012,9291.227619,0.767
"3503","Mexico","Latin America & Caribbean",2012,9940.468561,0.757
"3504","Mongolia","East Asia & Pacific",2012,4368.082248,0.72
"3505","Montenegro","Europe & Central Asia",2012,6586.719209,0.8
"3506","Morocco","Middle East & North Africa",2012,2904.746728,0.635
"3507","Mozambique","Sub-Saharan Africa",2012,566.051387,0.412
"3508","Myanmar","East Asia & Pacific",2012,1175.561788,0.549
"3509","Namibia","Sub-Saharan Africa",2012,5749.404752,0.617
"3510","Nepal","South Asia",2012,681.7925868,0.548
"3511","Netherlands","Europe & Central Asia",2012,50073.00566,0.921
"3512","NewZealand","East Asia & Pacific",2012,39970.25624,0.905
"3513","Nicaragua","Latin America & Caribbean",2012,1792.038045,0.633
"3514","Niger","Sub-Saharan Africa",2012,391.5182495,0.336
"3515","Nigeria","Sub-Saharan Africa",2012,2745.866752,0.512
"3516","Norway","Europe & Central Asia",2012,101668.1707,0.942
"3517","Oman","Middle East & North Africa",2012,22134.80137,0.804
"3518","Pakistan","South Asia",2012,1261.208967,0.535
"3519","Panama","Latin America & Caribbean",2012,10715.71661,0.771
"3520","PapuaNewGuinea","East Asia & Pacific",2012,2865.873252,0.53
"3521","Paraguay","Latin America & Caribbean",2012,5217.445724,0.68
"3522","Peru","Latin America & Caribbean",2012,6387.785281,0.729
"3523","Philippines","East Asia & Pacific",2012,2581.818548,0.677
"3524","Poland","Europe & Central Asia",2012,13143.52122,0.836
"3525","Portugal","Europe & Central Asia",2012,20577.40264,0.829
"3526","Qatar","Middle East & North Africa",2012,88564.82298,0.844
"3527","Romania","Europe & Central Asia",2012,8535.046876,0.795
"3528","RussianFederation","Europe & Central Asia",2012,15434.57478,0.798
"3529","Rwanda","Sub-Saharan Africa",2012,679.8607504,0.5
"3530","Samoa","East Asia & Pacific",2012,4234.640751,0.697
"3531","SaoTomeandPrincipe","Sub-Saharan Africa",2012,1380.949959,0.551
"3532","SaudiArabia","Middle East & North Africa",2012,25303.09462,0.835
"3533","Senegal","Sub-Saharan Africa",2012,1300.791844,0.476
"3534","Serbia","Europe & Central Asia",2012,5659.380204,0.768
"3535","Seychelles","Sub-Saharan Africa",2012,12006.64168,0.77
"3536","SierraLeone","Sub-Saharan Africa",2012,561.8984239,0.407
"3537","Singapore","East Asia & Pacific",2012,54715.69483,0.92
"3538","Slovenia","Europe & Central Asia",2012,22532.43564,0.877
"3539","SolomonIslands","East Asia & Pacific",2012,1928.956751,0.529
"3540","SouthAfrica","Sub-Saharan Africa",2012,7478.136578,0.664
"3541","Spain","Europe & Central Asia",2012,28563.85904,0.873
"3542","SriLanka","South Asia",2012,3350.521876,0.757
"3543","Sudan","Sub-Saharan Africa",2012,1892.894352,0.485
"3544","Suriname","Latin America & Caribbean",2012,9232.505153,0.711
"3545","Sweden","Europe & Central Asia",2012,57197.19931,0.908
"3546","Switzerland","Europe & Central Asia",2012,83538.23008,0.935
"3547","SyrianArabRepublic","Middle East & North Africa",2012,NA,0.631
"3548","Tajikistan","Europe & Central Asia",2012,954.7205253,0.642
"3549","Thailand","East Asia & Pacific",2012,5859.887644,0.731
"3550","Togo","Sub-Saharan Africa",2012,564.6971486,0.466
"3551","Tonga","East Asia & Pacific",2012,4500.750362,0.717
"3552","TrinidadandTobago","Latin America & Caribbean",2012,19083.21481,0.774
"3553","Tunisia","Middle East & North Africa",2012,4137.54814,0.719
"3554","Turkey","Europe & Central Asia",2012,11720.31301,0.76
"3555","Turkmenistan","Europe & Central Asia",2012,6675.262954,0.686
"3556","Uganda","Sub-Saharan Africa",2012,636.6382045,0.492
"3557","Ukraine","Europe & Central Asia",2012,3855.42128,0.743
"3558","UnitedArabEmirates","Middle East & North Africa",2012,42086.68995,0.846
"3559","UnitedKingdom","Europe & Central Asia",2012,42018.72546,0.898
"3560","UnitedStates","North America",2012,51603.49615,0.918
"3561","Uruguay","Latin America & Caribbean",2012,15092.06819,0.79
"3562","Uzbekistan","Europe & Central Asia",2012,1740.468298,0.683
"3563","Vanuatu","East Asia & Pacific",2012,3158.58688,0.592
"3564","Zambia","Sub-Saharan Africa",2012,1734.930612,0.569
"3565","Zimbabwe","Sub-Saharan Africa",2012,1163.418689,0.505
"3566","Albania","Europe & Central Asia",2013,4413.082887,0.771
"3567","Algeria","Middle East & North Africa",2013,5471.123389,0.745
"3568","Angola","Sub-Saharan Africa",2013,5258.407376,0.554
"3569","AntiguaandBarbuda","Latin America & Caribbean",2013,12194.54959,0.768
"3570","Argentina","Latin America & Caribbean",2013,12976.63642,0.82
"3571","Armenia","Europe & Central Asia",2013,3843.591213,0.742
"3572","Australia","East Asia & Pacific",2013,68042.53479,0.931
"3573","Austria","Europe & Central Asia",2013,50716.70871,0.897
